x,y,z,xvel,yvel,zvel
0.028341380427693998,-0.0048844762222084535,0.2544032527062881,-4.78855352260978,0.8448209969294806,-42.769608952524194
0.057009848029808165,-0.009941238983759296,0.5117147434324864,1.1467387040845667,-0.2022705104620337,10.29245962904793
0.08490642212419004,-0.014813154037545934,0.7617835806840458,1.115862963775275,-0.19487660215146552,10.002753490062378
0.11321083232536733,-0.01972986275781938,1.0158624359215773,1.1321764080470915,-0.1966683488109379,10.16315420950126
0.14143352949285293,-0.024673251619185665,1.269500842086756,1.128907886699424,-0.19773555445465135,10.145536246607145
0.13943471766253185,-0.02447200456888573,1.2549933366257064,-0.07995247321284316,0.008049882011997439,-0.5803002184419803
0.13609898400721382,-0.023994190470881426,1.2379529364159902,-0.13342934621272118,0.019112563920172104,-0.681616008388648
0.13088196937232205,-0.02351838926355871,1.2165249036550663,-0.2086805853956708,0.019032048292908638,-0.857121310436959
0.12232875718598901,-0.02310972012883248,1.1868318235080695,-0.3421284874533215,0.016346765389049223,-1.1877232058798715
0.11099208397803043,-0.02273402642534733,1.1515820522456683,-0.45346692831834345,0.015027748139405939,-1.4099908504960457
0.09839717000703185,-0.022961703189049696,1.126815950552849,-0.5037965588399429,-0.009107070548094592,-0.9906440677127737
0.08471755352416058,-0.023724308179529092,1.101844440395973,-0.547184659314851,-0.03050419961917586,-0.9988604062750372
0.07144954516012239,-0.02516175773706224,1.0861557936959578,-0.5307203345615275,-0.05749798230132594,-0.6275458680006096
0.05941100358266975,-0.026923501503658093,1.0685199834517949,-0.48154166309810564,-0.0704697506638341,-0.7054324097665177
0.04957629566468545,-0.02922732880511534,1.059325287804303,-0.3933883167193719,-0.09215309205828984,-0.3677878258996792
0.042770379584232285,-0.03206926870453238,1.0592008473723447,-0.2722366432181267,-0.1136775959766817,-0.0049776172783300154
0.038135306766945924,-0.03496528553539167,1.05382093255387,-0.18540291269145442,-0.11584067323437142,-0.21519659273898206
0.0367135335511149,-0.03823394878393138,1.0533627274580315,-0.056870928633240836,-0.13074652994158859,-0.018328203833544165
0.0380241273870048,-0.04155498315501154,1.0521041993070024,0.05242375343559591,-0.1328413748432064,-0.050341126041164586
0.04228006542066809,-0.04566656295923153,1.058646899506518,0.17023752134653153,-0.16446319216879945,0.2617080079806211
0.04893634710065456,-0.05023179222073686,1.068416841325093,0.2662512671994588,-0.18260917046021313,0.3907976727430018
0.05709322949314061,-0.05475734876513929,1.0717631397235148,0.3262752956994419,-0.18102226177609732,0.13385193593687283
0.06603094208167322,-0.059252524974262775,1.070129333276763,0.3575085035413045,-0.17980704836493944,-0.0653522578700727
0.07752006780242804,-0.06541922204118313,1.0881823552354393,0.4595650288301928,-0.246667882676814,0.7221208783470523
0.0874997332517106,-0.07031664568294367,1.0833788641791808,0.3991866179713027,-0.19589694567042182,-0.19213964225033742
0.09725119447434687,-0.07498782666880113,1.067590698717965,0.3900584489054504,-0.18684723943429848,-0.6315266184486301
0.10760087543339625,-0.0806676961745052,1.0668528656351672,0.41398723836197526,-0.22719478022816264,-0.02951332331191381
0.11770196851867529,-0.08642266463429701,1.0649149783234668,0.40404372341116157,-0.2301987383916726,-0.07751549246801659
0.12548994018495546,-0.09091240713708788,1.0467183386494414,0.311518866651207,-0.17958970011163478,-0.7278655869610162
0.13408301924198304,-0.096346573894239,1.043025998869355,0.3437231622811032,-0.2173666702860444,-0.1476935912034527
0.14368081303457028,-0.10314477506773163,1.0532168273324842,0.38391175170348957,-0.2719280469397056,0.40763313852516525
0.1496749212384199,-0.10761740171825347,1.044286323283981,0.23976432815398518,-0.17890506602087353,-0.3572201619401305
0.15519046982417267,-0.11216915192522348,1.0396380672219496,0.22062194343011043,-0.18207000827880016,-0.18593024248125367
0.16049641174563364,-0.11702003411160951,1.0415023755138857,0.21223767685843886,-0.1940352874554413,0.0745723316774427
0.1641347399520003,-0.1211279671080953,1.0380482544528369,0.1455331282546668,-0.16431731985943165,-0.13816484244195237
0.16482915269686033,-0.12328887096488586,1.0219038944395156,0.027776509794400495,-0.08643615427162243,-0.6457744005328525
0.16727394895172717,-0.1271269878205034,1.0220967713072802,0.09779185019467396,-0.15352467422470206,0.007715074710583636
0.16928203516852453,-0.13090472055539967,1.0245551843955933,0.080323448671894,-0.15110930939585043,0.09833652353252731
0.16955948159902792,-0.1335379043842993,1.020211682185764,0.011097857220135898,-0.10532735315598507,-0.17374008839317057
0.1706116798962555,-0.13683774601482065,1.0231689399944224,0.0420879318891032,-0.1319936652208542,0.11829031234633192
0.17140311068329964,-0.13995108000660048,1.0260198755288563,0.03165723148176536,-0.12453335967119283,0.11403742137735762
0.17100556179305937,-0.14198398549793922,1.0224976266242813,-0.01590195560961072,-0.08131621965354996,-0.14088995618299904
0.17045293735221403,-0.1437313389268592,1.01841310946238,-0.02210497763381336,-0.06989413715679849,-0.1633806864760512
0.1697717298015961,-0.14500362595258715,1.0127218463270493,-0.027248302024717175,-0.050891481029118335,-0.22765052541322994
0.16885996516196258,-0.14592895233826017,1.005301872451359,-0.03647058558534089,-0.037013055426921015,-0.2967989550276151
0.16831608678841029,-0.14687840223810317,0.9993670294754111,-0.021755134942091914,-0.03797799599371987,-0.23739371903791273
0.16894375359365993,-0.14829680378967494,0.9987056596404905,0.025106672209985748,-0.05673606206287096,-0.026454793396823995
0.17163795004661717,-0.15122539191082998,1.0085408104229512,0.10776785811828948,-0.11714352484620161,0.39340603129842666
0.1732676411567171,-0.15277921337423211,1.0108026259116614,0.06518764440399782,-0.06215285853608532,0.09047261954840735
0.17419978117802157,-0.15321982087824665,1.007699879255155,0.03728560085217825,-0.017624300160581363,-0.12410986626025355
0.17731553698093055,-0.15513056064521522,1.0148130207873474,0.12463023211635949,-0.07642959067874266,0.2845256612876934
0.17793186863250526,-0.1545360064571765,1.0072639344321401,0.024653266062988344,0.023782167521548825,-0.3019634542082894
0.17700977748761693,-0.1522987941809976,0.9897105849557526,-0.03688364579553349,0.08948849104715606,-0.7021339790555015
0.17749013888879653,-0.15110788799435304,0.9801811153319908,0.01921445604718408,0.0476362474657821,-0.3811787849504711
0.17866466530079697,-0.15031603537853538,0.9735385555612238,0.04698105648001771,0.03167410463270626,-0.2657023908306799
0.17778264328004148,-0.1473541546113915,0.9549844786866076,-0.03528088083021963,0.11847523068575505,-0.7421630749846475
0.17935100755502528,-0.1464759500163789,0.9502594924771743,0.06273457099935209,0.03512818380050464,-0.18899944837733162
0.1829837145094488,-0.14684872139921906,0.9549781903237964,0.14530827817694103,-0.014910855313606808,0.18874791386488177
0.1852639718689696,-0.1459549995400594,0.9526684133184133,0.09121029438083128,0.03574887436638696,-0.09239108021532161
0.1874063417631257,-0.14474760296759365,0.9490725573757135,0.08569479576624461,0.04829586289862964,-0.14383423770799375
0.19073036224299442,-0.1443244863928133,0.9507195819380299,0.13296081919474845,0.016924662991213424,0.06588098249265428
0.19354921490539934,-0.14333268314616007,0.9490854590452029,0.11275410649619677,0.03967212986612956,-0.06536491571307756
